MAT_NO,ORDER_NO,WHOLE_BACKLOG,FIN_CUT_TIME,SLAB_THICK,SLAB_LEN,SLAB_WIDTH,WIDTH_TOP_SLAB,WIDTH_BOT_SLAB,SLAB_WT,SLAB_DEST,BG_MAT_STATUS,STOCK_NO,ST_NO,QUALITY_GRADE,ORDER_STATUS,ORDER_TYPE_CODE,INNER_DELIVY_DATE,DELIVY_WEEK_FLAG,
1712886115100,XK2B444004,1003602000000000B,20171009043637,245,10.814,1300,1200,1300,25.3,08,01,S15,JU6814A6,1,43,QZA,20171025,A,
1712886115200,XK2B444004,1003602000000000B,20171009044631,245,10.816,1200,1200,1200,24.9,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886115200,XK2B444004,1003602000000000B,20171009044631,245,10.816,1200,1200,1200,24.9,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886115300,XK2B444004,1003602000000000B,20171009045627,245,10.816,1200,1200,1200,24.96,08,10,H99,JU6814A6,1,43,QZA,20171025,A,
1712886115300,XK2B444004,1003602000000000B,20171009045627,245,10.816,1200,1200,1200,24.96,08,10,H99,JU6814A6,1,43,QZA,20171025,A,
1712886115400,XK2B444004,1003602000000000B,20171009050632,245,10.812,1200,1200,1200,24.87,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886115400,XK2B444004,1003602000000000B,20171009050632,245,10.812,1200,1200,1200,24.87,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886115500,XK2B444004,1003602000000000B,20171009051636,245,10.814,1200,1200,1200,24.9,08,10,H31,JU6814A6,1,43,QZA,20171025,A,
1712886115500,XK2B444004,1003602000000000B,20171009051636,245,10.814,1200,1200,1200,24.9,08,10,H31,JU6814A6,1,43,QZA,20171025,A,
1712886115600,XK2B444004,1003602000000000B,20171009052633,245,10.816,1200,1200,1200,25,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886115600,XK2B444004,1003602000000000B,20171009052633,245,10.816,1200,1200,1200,25,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886210100,XK2B444004,1003602000000000B,20171009053642,245,10.816,1200,1200,1200,25.05,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886210100,XK2B444004,1003602000000000B,20171009053642,245,10.816,1200,1200,1200,25.05,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886210200,XK2B444004,1003602000000000B,20171009054644,245,10.818,1200,1200,1200,25,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886210200,XK2B444004,1003602000000000B,20171009054644,245,10.818,1200,1200,1200,25,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886210300,XK2B444001,1003002000000000B,20171009055609,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886210300,XK2B444001,1003002000000000B,20171009055609,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886210400,XK2B442007,10030020000000000,20171009060546,237,10.231,1192,0,0,22.77,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886210400,XK2B442007,10030020000000000,20171009060546,237,10.231,1192,0,0,22.77,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886210500,XK2B445002,1003002000000000B,20171009061539,245,10.758,1200,1200,1200,24.9,08,10,H33,JU6814A6,1,41,QZA,20171025,A,
1712886210500,XK2B445002,1003002000000000B,20171009061539,245,10.758,1200,1200,1200,24.9,08,10,H33,JU6814A6,1,41,QZA,20171025,A,
1712886210600,XK2B445003,1003002000000000B,20171009062533,245,10.756,1200,1200,1200,24.9,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886210600,XK2B445003,1003002000000000B,20171009062533,245,10.756,1200,1200,1200,24.9,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886215100,XK2B444004,1003602000000000B,20171009053629,245,10.814,1200,1200,1200,25,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886215100,XK2B444004,1003602000000000B,20171009053629,245,10.814,1200,1200,1200,25,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886215200,XK2B444004,1003602000000000B,20171009054629,245,10.814,1200,1200,1200,25,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886215200,XK2B444004,1003602000000000B,20171009054629,245,10.814,1200,1200,1200,25,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886215300,XK2B442003,10030020000000000,20171009055551,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886215300,XK2B442003,10030020000000000,20171009055551,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886215400,XK2B445002,1003002000000000B,20171009060600,237,10.754,1192,0,0,23.9,08,10,H33,JU6814A6,1,41,QZA,20171025,A,
1712886215400,XK2B445002,1003002000000000B,20171009060600,237,10.754,1192,0,0,23.9,08,10,H33,JU6814A6,1,41,QZA,20171025,A,
1712886215500,XK2B445003,1003002000000000B,20171009061554,245,10.756,1200,1200,1200,24.9,08,10,H33,JU6814A6,1,43,QZA,20171025,A,
1712886215500,XK2B445003,1003002000000000B,20171009061554,245,10.756,1200,1200,1200,24.9,08,10,H33,JU6814A6,1,43,QZA,20171025,A,
1712886215600,XK2B445001,1003002000000000B,20171009062545,245,10.712,1200,1200,1200,24.8,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886215600,XK2B445001,1003002000000000B,20171009062545,245,10.712,1200,1200,1200,24.8,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310100,XK2B445001,1003002000000000B,20171009063523,245,10.712,1200,1200,1200,24.8,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310100,XK2B445001,1003002000000000B,20171009063523,245,10.712,1200,1200,1200,24.8,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310200,XK2B442005,10030020000000000,20171009064450,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310200,XK2B442005,10030020000000000,20171009064450,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310300,XK2B442002,10030020000000000,20171009065409,245,10.231,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310300,XK2B442002,10030020000000000,20171009065409,245,10.231,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310400,XK2B442002,10030020000000000,20171009070332,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310400,XK2B442002,10030020000000000,20171009070332,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310500,XK2B442004,10030020000000000,20171009071257,245,10.237,1200,1200,1200,23.71,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310500,XK2B442004,10030020000000000,20171009071257,245,10.237,1200,1200,1200,23.71,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886310600,XK2B442004,10030020000000000,20171009072221,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886310600,XK2B442004,10030020000000000,20171009072221,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886315100,XK2B442005,10030020000000000,20171009063509,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315100,XK2B442005,10030020000000000,20171009063509,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315200,XK2B442005,10030020000000000,20171009064434,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315200,XK2B442005,10030020000000000,20171009064434,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315300,XK2B442002,10030020000000000,20171009065400,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315300,XK2B442002,10030020000000000,20171009065400,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315400,XK2B442004,10030020000000000,20171009070326,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315400,XK2B442004,10030020000000000,20171009070326,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315500,XK2B442004,10030020000000000,20171009071251,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315500,XK2B442004,10030020000000000,20171009071251,245,10.235,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171025,A,
1712886315600,XK2B442004,10030020000000000,20171009072216,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886315600,XK2B442004,10030020000000000,20171009072216,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886410100,I7W0047832,10010000000000000,20171009073146,237,10.233,1192,0,0,23,01,02,H31,JU6814A9,1,43,QMB,20171031,C,
1712886410200,XK2B444001,1003002000000000B,20171009074142,245,10.215,1200,1200,1200,23.66,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886410200,XK2B444001,1003002000000000B,20171009074142,245,10.215,1200,1200,1200,23.66,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886410300,XK2B444003,1003002000000000B,20171009075401,245,10.235,1200,1200,1200,23.71,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886410300,XK2B444003,1003002000000000B,20171009075401,245,10.235,1200,1200,1200,23.71,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886410400,XK2B442001,10030020000000000,20171009080245,245,10.239,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886410400,XK2B442001,10030020000000000,20171009080245,245,10.239,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886410500,XK2B442001,10030020000000000,20171009080947,245,8.22,1200,1200,1200,19.04,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886410500,XK2B442001,10030020000000000,20171009080947,245,8.22,1200,1200,1200,19.04,08,00,S11,JU6814A6,1,43,QZA,20171025,A,
1712886410600,X7F0001669,1003002000000000B,20171009081625,245,8,1200,1200,1200,18.5,08,01,S15,JU6814A6,1,41,QZA,20171031,C,
1712886410600,X7F0001669,1003002000000000B,20171009081625,245,8,1200,1200,1200,18.5,08,01,S15,JU6814A6,1,41,QZA,20171031,C,
1712886410700,I7W0047835,10010000000000000,20171009082542,247,10.087,1200,1200,1200,23.85,01,00,S11,JU6814A9,1,43,QMB,20171031,C,
1712886415100,X7F0001677,1003002000000000B,20171009073142,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171031,Y,
1712886415100,X7F0001677,1003002000000000B,20171009073142,245,10.233,1200,1200,1200,23.7,08,10,S15,JU6814A6,1,43,QZA,20171031,Y,
1712886415200,X7F0001676,1003002000000000B,20171009074128,245,10.221,1200,1200,1200,23.68,08,00,S11,JU6814A6,1,43,QZA,20171031,Y,
1712886415200,X7F0001676,1003002000000000B,20171009074128,245,10.221,1200,1200,1200,23.68,08,00,S11,JU6814A6,1,43,QZA,20171031,Y,
1712886415300,X7F0001678,1003002000000000B,20171009075400,245,10.235,1200,1200,1200,23.71,08,00,S11,JU6814A6,1,43,QZA,20171031,Y,
1712886415300,X7F0001678,1003002000000000B,20171009075400,245,10.235,1200,1200,1200,23.71,08,00,S11,JU6814A6,1,43,QZA,20171031,Y,
1712886415400,XK2B444003,1003002000000000B,20171009080244,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886415400,XK2B444003,1003002000000000B,20171009080244,245,10.235,1200,1200,1200,23.7,08,12,H33,JU6814A6,1,43,QZA,20171025,A,
1712886415500,I7A0029852,10030000000000000,20171009080956,245,8.414,1200,1200,1200,19.4,08,01,H33,JU6814A6,1,43,QHA,20171020,A,
1712886415500,I7A0029852,10030000000000000,20171009080956,245,8.414,1200,1200,1200,19.4,08,01,H33,JU6814A6,1,43,QHA,20171020,A,
1712886415600, ,10030020000000000,20171009081645,245,8,1200,1200,1200,18.53,08,09,S15,JU6814A6,1,,,,,
1712886415600, ,10030020000000000,20171009081645,245,8,1200,1200,1200,18.53,08,09,S15,JU6814A6,1,,,,,
1712886415700,I7W0047830,10010000000000000,20171009082601,239,9.2,1192,0,0,20.62,01,02,H31,JU6814A9,1,43,QMB,20171031,C,
1712886525500,,10010011200000080,20171001223204,242,8.309,1742,0,0,27.4,01,09,H31,DQ0139D1,1,,,,,
1712886620100,,10010011200000080,20171001223956,242,8.309,1742,0,0,27.31,01,09,H31,DQ0139D1,1,,,,,
1712886725600,,10010011200000080,20171002002213,242,8.302,1742,0,0,27.46,01,09,H31,DQ0139D1,1,,,,,
1712887120300,,10010011200000080,20171001204028,250,8.305,1750,1750,1750,28.53,01,09,S11,DQ0139D1,1,,,,,
1712887120400,,10010011200000080,20171001205017,250,8.305,1750,1750,1750,28.53,01,09,S11,DQ0139D1,1,,,,,
1712887125200,,10010011200000080,20171001203045,244,8.3,1744,0,0,27.9,01,09,H31,DP0180D9,1,,,,,
1712887125300,,10010011200000080,20171001204038,250,8.305,1750,1750,1750,28.53,01,09,S11,DQ0139D1,1,,,,,
1712887125400,,10010011200000080,20171001205031,250,8.305,1750,1750,1750,28.53,01,09,S11,DQ0139D1,1,,,,,
1712887225500,MK4BK51046,10010011200000000,20171002154950,242,10.689,1542,0,0,31.25,01,01,H31,DQ0139D1,1,33,QZA,20171125,A,
1712887325100,,10010000000000000,20171001211229,250,10.174,1750,1750,1750,34.95,01,09,S11,DQ0139D1,1,,,,,
1712887725600, ,100100050C0000000,20171004075623,247,8.55,1300,1265,1300,21.21,01,09,H31,AN8888Z1, ,,,,,
1712889020100,I7A0029197,10010000000000000,20171003175725,250,11.068,1250,1250,1250,27.16,01,00,S11,DQ0199D2,1,43,QEA,20171007,A,
1712889020200,,10010000000000000,20171003180543,250,11.066,1250,1250,1250,27.16,01,09,S11,DQ0199D2,1,,,,,
1712889020300,M7DC004597,10010011200000080,20171003181341,250,10.64,1250,1250,1250,26.11,01,00,S11,DQ0199D2,1,43,QZA,20171031,C,
1712889020400,M7CC001449,10010011200000080,20171003182111,250,10.02,1250,1250,1250,24.59,01,00,S11,DQ0199D2,1,43,QZA,20171031,C,
1712889020500,M7S0000075,10010011200000080,20171003182928,250,11.06,1250,1250,1250,27.14,01,00,S11,DQ0199D2,1,41,YWA,20171231,A,
1712889025100,,10010000000000000,20171003175856,250,11.058,1250,1250,1250,27.14,01,09,S11,DQ0199D2,1,,,,,
1712889025200,I7A0029197,10010000000000000,20171003180715,250,11.058,1250,1250,1250,27.14,01,00,S11,DQ0199D2,1,43,QEA,20171007,A,
1712889025300,M7CC001449,10010011200000080,20171003181445,250,10.015,1250,1250,1250,24.58,01,00,S11,DQ0199D2,1,43,QZA,20171031,C,
1712889025400,M7CC001373,10010011200000080,20171003182304,250,11.053,1250,1250,1250,27.13,01,00,S11,DQ0199D2,1,43,QZA,20171031,C,
1712889120100,,10010011200000080,20171003183745,250,11.06,1250,1250,1250,27.14,01,09,S11,DQ0199D2,1,,,,,
1712889120200,M7CC001564,10010011200000080,20171003184602,250,11.06,1250,1250,1250,27.14,01,00,S11,DQ0199D2,1,43,QZA,20171130,C,
1712889120300,M7CC001564,10010011200000080,20171003185419,250,11.06,1250,1250,1250,27.14,01,00,S11,DQ0199D2,1,43,QZA,20171130,C,
1712889120400,M7KC002479,10010011200000080,20171003190236,250,11.06,1250,1250,1250,27.14,01,01,S11,DQ0199D2,1,43,QZA,20171130,C,
1712889120500,M7KC002479,10010011200000080,20171003191053,250,11.06,1250,1250,1250,27.14,01,01,S11,DQ0199D2,1,43,QZA,20171130,C,
1712889120600,M7KC002478,10010011200000080,20171003191910,250,11.058,1250,1250,1250,27.14,01,01,S11,DQ0199D2,1,43,QZA,20171130,C,
1712889125200,M7S0000075,10010011200000080,20171003184759,250,11.051,1250,1250,1250,27.12,01,00,S11,DQ0199D2,1,41,YWA,20171231,A,
1712889225100,MK2B431001,20020002H00000000,20171003193029,242,11.056,1242,0,0,26.06,03,10,H31,DQ0131D1,1,43,QZA,20171025,A,
1712889520100,,100100110H0000000,20171001043540,242,8.673,1692,1692,1567,26.62,01,09,H31,DT0159D1, ,,,,,
1712889520200,L7EC010731,100100110H0000000,20171001044313,242,8.557,1692,1700,1700,27.78,01,01,H31,DT0145D1,1,43,QZA,20171031,Y,
1712889525100,,100100110H0000000,20171001043550,242,8.671,1692,1692,1567,26.65,01,09,H31,DT0159D1, ,,,,,
1712889525200,L7LC010288,100100110H0000000,20171001044323,242,8.557,1692,1700,1700,27.65,01,10,H31,DT0145D1,1,3H,QZA,20171130,C,
1712889525400,MK1BK76005,20030005200000000,20171001045749,242,8.557,1692,1700,1700,27.68,08,01,H31,DT0145D1,1,33,QZA,20171120,A,
1712889720100,,100100050C0040000,20171001155556,242,8.35,1692,0,0,26.75,01,09,H31,DT0159D1,1,,,,,
1712889720200,MK1BK69005,20010005H00000000,20171001160348,242,8.552,1692,1700,1700,27.65,01,12,H31,DT0145D1,1,43,QZA,20171031,A,
1712889725100,,100100050C0040000,20171001155602,242,8.3,1692,0,0,26.62,01,09,H31,DT0159D1,1,,,,,
1712889725200,,10010000000000000,20171001160355,242,8.552,1692,1700,1700,27.6,01,09,H31,DT0145D1,1,,,,,
1712889820100,,100100110C0000000,20171001163509,242,8.542,1692,1700,1700,27.65,01,09,H31,DT0145D1,1,,,,,
1712889825200,,200300050C0000000,20171001164435,242,8.548,1692,1700,1700,27.71,08,09,H31,DT0145D1,1,,,,,
1712889825300,,200300050C0000000,20171001165315,242,8.545,1692,1700,1700,27.75,08,09,H31,DT0145D1,1,,,,,
1712889825500,LK4BM16001,100100110H0000000,20171001171047,242,8.55,1792,1792,1667,28.93,01,01,H31,DT0145D1,1,43,QZA,20171031,A,
1712889920100,,10010000000000000,20171002012153,242,10.409,1695,1695,1555,31.84,01,09,H31,DT0159D1, ,,,,,
1712889925100,,100100110H0000000,20171002012158,242,10.407,1695,1695,1555,31.9,01,09,H31,DT0159D1, ,,,,,
1712889925300,,10010011020000000,20171002013915,242,8.549,1692,1700,1700,27.59,01,09,H31,DT0144D1,1,,,,,
1712889925400,,10010011040000030,20171002014753,242,8.549,1692,1700,1700,27.56,01,09,H31,DT0144D1,1,,,,,
1712889925500,,10010011040000030,20171002015631,242,8.549,1692,1700,1700,27.5,01,09,H31,DT0144D1,1,,,,,
1712890120200,I7A0028204,10010000000000000,20171002025637,213,9.5,1650,0,0,26.21,01,01,H31,DT0138D1, ,43,QEA,20170930,A,
1712890320100,,100100110H0040080,20171002060731,242,8.552,1695,1695,1650,27.53,01,09,H31,DT0159D1, ,,,,,
1712890325100,,100100110H0040080,20171002060733,242,8.552,1695,1695,1650,27.53,01,09,H31,DT0159D1, ,,,,,
1712890820100,L7FC003332,B0010011020000000,20171002200115,242,8.927,1467,1540,1467,25.497,01,11,H31,DT0159D1, ,41,QZA,20171031,Y,
1712890820600,N7KC000765,100100050H0060000,20171002204825,242,8.41,1692,1692,1567,26.34,01,01,H31,DT0128D8,1,43,QZA,20171031,C,
1712890825100,M7EC009804,B0010011100000000,20171002200055,242,8.925,1592,1592,1467,26.31,01,01,H31,DT0159D1, ,44,QZA,20171031,Y,
1712890920100,L7BC015999,B0010011020000000,20171002003048,250,8.548,1750,1635,1750,27.87,01,01,H31,DQ0159D1, ,43,QZA,20171031,Y,
1712890925100,L7BC015999,B0010011020000000,20171002003123,250,8.303,1750,1635,1750,26.96,01,01,H31,DQ0159D1, ,43,QZA,20171031,Y,
1712891120500, ,10010000000000000,20171001201013,244,8.9,1795,1750,1795,30.65,01,09,H31,DT0144D1, ,,,,,
1712891125400, ,10010000000000000,20171001201014,244,9.6,1795,1750,1795,32.87,01,09,H31,DT0144D1, ,,,,,
1712891225500,,100100110H0000000,20171001192938,242,8.98,1792,1800,1800,30.87,01,09,H31,DT0148D1,1,,,,,
1712891525300,I7A0030358,10010000000000000,20171003090020,242,10.8,1392,1392,1392,28.559,01,11,H31,DT0138D8,1,43,QEA,20171021,A,
1712894315100,I7EC002471,10010000000000000,20171003110626,237,8.65,1500,1395,1500,23.53,01,01,H31,EU6810A6, ,41,QSA,20171031,C,
1712894410100,,10010020000000000,20171001150134,239,9.85,1092,0,0,20.62,01,02,H31,EU5410A2,1,,,,,
1712895115700,M7KC002086,20030005100000000,20171006085436,247,8.35,1000,1000,920,15.96,08,01,H31,IT5420E1, ,41,QZA,20170930,Y,
1712895410200,I7A0029609,10010000000000000,20171003062007,247,10.349,1100,945,1100,19.9,01,01,H31,DU6232A1, ,42,QEA,20171014,A,
1712895415200,I7A0029609,10010000000000000,20171003062148,247,10.353,1100,945,1100,20.06,01,01,H31,DU6232A1, ,42,QEA,20171014,A,
1712895510300,I7W0051234,10010000000000000,20171003034108,247,10.517,1550,1550,1550,31.5,01,12,H31,JU6712A6,1,43,QMB,20171130,C,
1712895510400,I7W0051234,10010000000000000,20171003034905,247,10.29,1550,1550,1550,30.87,01,12,H31,JU6712A6,1,43,QMB,20171130,C,
1712895510500,I7W0051235,10010000000000000,20171003035735,247,11.077,1550,1550,1550,33.15,01,10,H31,JU6712A6,1,43,QMB,20171130,C,
1712895515300,I7W0051234,10010000000000000,20171003033550,247,8.777,1550,1550,1550,26.31,01,12,H31,JU6712A6,1,43,QMB,20171130,C,
1712895515400,I7W0051234,10010000000000000,20171003034349,247,10.29,1550,1550,1550,30.9,01,12,H31,JU6712A6,1,43,QMB,20171130,C,
1712895515500,I7W0051228,10010000000000000,20171003035220,247,11.077,1550,1550,1550,33.25,01,12,H31,JU6712A6,1,43,QMB,20171130,C,
1712897415200,,10015000000000000,20171003231823,245,10.571,1350,0,0,27.37,01,09,H31,JS5211A6,1,,,,,
1712897415400, ,10015000000000000,20171003233423,245,8.509,1350,0,0,22.06,01,09,H31,JS5211A6,1,,,,,
1712897415500, ,10015000000000000,20171003234211,245,8.507,1350,0,0,22.06,01,09,H31,JS5211A6,1,,,,,
1712898610500,I7A0029603,10010000000000000,20171002201905,239,8.5,1542,0,0,24.31,01,12,H31,IR4250E1,1,42,QEA,20171014,A,
1712898815100,,10010000000000000,20171002050123,247,10.464,1700,1595,1700,33.28,01,09,H31,AP0961E1,1,,,,,
1712899210100,,10012000000H0H000,20171003142907,239,9.65,1592,1592,1560,29.34,01,09,H31,JU8892A6,1,,,,,
1712899215400,I7FJ000120,10012000000H0H000,20171003145701,239,10.818,1692,1700,1700,34.46,01,12,H31,JU8892A6,1,43,QSA,20170930,Y,
1712899310500, ,10011000000000000,20171001133650,247,10.389,1250,1250,1250,25.09,01,09,H31,JV5011A6,1,,,,,
1712899315500, ,10011000000000000,20171001133659,247,10.687,1250,1250,1250,25.87,01,09,H31,JV5011A6,1,,,,,
1712899315600, ,10011000000000000,20171001134426,239,10.2,1250,1250,1250,24,01,09,H31,JV5011A6,1,,,,,
1712899625100, ,10010011200000080,20171003225543,239,8.41,1446,1331,1446,22.15,01,09,H31,AN8888Z1, ,,,,,
1712899820200,,10010000000000000,20171004120135,244,8.718,1094,979,1094,16.96,01,09,H31,IV4351D1, ,,,,,
1712899820500,,10010000000000000,20171004122651,244,8.727,994,1000,1000,16.75,01,09,H31,IV4351D1,1,,,,,
1712899820600, ,10010000000000000,20171004123513,244,8.727,1094,1094,969,16.87,01,09,H31,IV4351D1, ,,,,,
1712899825100,I7A0029360,10010000000000000,20171004114950,242,10.35,1190,1080,1190,22.95,01,01,H31,IV4351D1, ,43,QEA,20171007,A,
1712900220100,,10010000000000000,20171004080516,245,8.6,1195,0,0,19.84,01,19,H31,AN4444Z1,1,,,,,
1712900225100,O7E0002420,B0010002300000300,20171004080536,245,8.6,1295,0,0,21.56,01,12,H31,AN4444Z1,1,43,QZA,20171031,C,
1712900320400,MK1BK75003,20030005H00000000,20171002212404,242,8.665,1692,0,0,27.81,08,10,H31,DT0145D1,1,33,QZA,20171120,A,
1712900420100,MK1BK75003,20030005H00000000,20171002213248,242,8.669,1692,0,0,27.81,08,10,H31,DT0145D1,1,33,QZA,20171120,A,
1712900420500, ,100100050C0040000,20171002215800,239,9.61,1694,0,0,30.93,01,09,H31,DT0144D1,1,,,,,
1712900425100,L7LC010218,200300050C0000000,20171002213306,242,8.547,1692,0,0,27.43,08,01,H31,DT0145D1,1,3H,QZA,20171130,C,
1712900425500, ,100100050C0040000,20171002215823,239,9.47,1694,0,0,30.31,01,09,H31,DT0144D1,1,,,,,
1712900520100,,100100050C0040000,20171002233721,242,8.1,1692,0,0,26.03,01,09,H31,DT0159D1,1,,,,,
1712900520200,MK1BK76003,20030005H00000000,20171002234514,242,8.554,1692,0,0,27.9,08,10,H31,DT0145D1,1,33,QZA,20171120,A,
1712900525100,,100100050C0040000,20171002234122,242,9.1,1692,0,0,29.31,01,09,H31,DT0159D1,1,,,,,
1712900625500,,10010000000000000,20171003005335,242,8.548,1692,0,0,27.65,01,09,H31,DT0145D1,1,,,,,
1712900720100,N7FC000345,10010011011260040,20171003005715,242,8.552,1692,0,0,27.65,01,11,H31,DT0145D1,1,43,QZA,20171130,C,
1712900720600,N7FC000345,10010011011260040,20171003013626,242,8.552,1692,0,0,27.68,01,11,H31,DT0145D1,1,43,QZA,20171130,C,
1712900725500,,10010000000000000,20171003013253,242,8.551,1692,0,0,27.59,01,09,H31,DT0145D1,1,,,,,
1712900820100,,100100050C0040000,20171003035653,242,8,1692,0,0,25.81,01,09,H31,DT0159D1,1,,,,,
1712900820200,,20030005H00000000,20171003040528,242,8.552,1692,0,0,27.62,08,09,H31,DT0145D1,1,,,,,
1712900825100,,100100050C0040000,20171003035701,242,8.669,1692,0,0,27.96,01,09,H31,DT0159D1,1,,,,,
1712900920500,MK1BK76003,20030005H00000000,20171003021538,242,8.552,1692,0,0,27.71,08,10,H31,DT0145D1,1,33,QZA,20171120,A,
1712900925500,MK1BK76003,20030005H00000000,20171003021212,242,8.552,1692,0,0,27.68,08,10,H31,DT0145D1,1,33,QZA,20171120,A,
1712901120400,,10010011040000030,20171003054912,242,8.671,1692,1700,1700,28.06,01,09,H31,DT0144D1,1,,,,,
1712901120500,,10010011040000030,20171003055757,242,8.669,1692,1700,1700,28.03,01,09,H31,DT0144D1,1,,,,,
1712901125100,,100100050C0040000,20171003052331,242,8.55,1692,1700,1700,27.65,01,09,H31,DT0144D1,1,,,,,
1712901125200,,10010000000000000,20171003053209,242,8.55,1692,1700,1700,27.75,01,09,H31,DT0144D1,1,,,,,
1712901125300,,100100050C0040000,20171003054049,242,8.552,1692,1700,1700,27.68,01,09,H31,DT0144D1,1,,,,,
1712901125400,,100100050C0040000,20171003054927,242,8.548,1692,1700,1700,27.65,01,09,H31,DT0144D1,1,,,,,
1712901125500,,100100050C0040000,20171003055806,242,8.55,1692,1700,1700,27.68,01,09,H31,DT0144D1,1,,,,,
1712903020100,,10010000000000000,20171004194926,242,10.579,1642,1642,1515,31.87,01,09,H31,DT0159D1, ,,,,,
1712903020200,,20030000000000000,20171004200011,242,10.579,1642,1642,1642,33.1,08,09,H33,DT0144D1,1,,,,,
1712903020300,,20030000000000000,20171004201050,242,10.579,1642,1642,1642,33.1,08,09,H33,DT0144D1,1,,,,,
1712903020400,,20030000000000000,20171004202129,242,10.579,1642,1642,1642,33.1,08,09,H33,DT0144D1,1,,,,,
